Item barcode,Scan Date YYYY-MM-DD,Scan Time HH:MM,Scan DST: Y/N,"""Y"" if using BookDrive else enter scanner maker","""Y"" if using BookDrive else enter scanner model",Bitone DPI,Contone DPI,"Scanning Order (""Y""=L->R)","Reading Order (""Y""=L->R)",Filename extension,Total number of images,FRONT_COVER,TITLE_PARTS,TITLE,COPYRIGHT,TABLE_OF_CONTENTS,Roman Numeral Start,End Roman Numerals,PREFACE,Page 1,FIRST_CONTENT_CHAPTER_START,CHAPTER_PAGE,CHAPTER_START,Final Page,BLANK,Unpaginated,IMAGE_ON_PAGE,FOLDOUT,INDEX,REFERENCES,MULTIWORK_BOUNDARY,BACK_COVER
39352006588065,2019-11-15,13:38,N,Y,Y,0,400,Y,Y,tif,166,1,0,3,5,0,0,0,0,3,7,0,"9, 57, 157",161,4,"1, 2, 162, 163, 164, 165, 166","17, 19, 35, 39, 44, 51, 53, 81, 102, 117, 151, 153",0,161,0,0,166
